Survived,Pclass,Sex,Age,Fare,Embarked,Title,CategoricalAge,WomanWithKid,PersonsInTicket,Cost,FareLog,CostLog,CategoricalFare,CategoricalCost
0.0,3,0,28,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,1,0,35,0,1,1,3,0,1,0,0.0,0.0,1,1
0.0,3,0,22,8,1,1,2,0,1,8,3.1,3.1,1,8
1.0,3,1,21,8,1,2,2,0,1,8,3.18,3.18,1,8
0.0,3,0,17,9,1,1,2,0,1,9,3.27,3.27,2,9
0.0,1,0,46,75,2,1,3,0,2,38,6.25,5.27,4,3
0.0,3,0,34,8,3,1,3,0,1,8,3.13,3.13,1,8
1.0,1,1,26,137,2,4,2,0,2,68,7.11,6.12,4,3
0.0,3,1,29,16,3,2,2,0,2,8,4.04,3.13,3,8
0.0,3,0,40,7,2,1,3,0,1,7,3.04,3.04,1,7
1.0,2,1,20,26,1,2,2,0,2,13,4.75,3.81,3,5
0.0,2,0,28,10,1,1,2,0,1,10,3.52,3.52,2,4
0.0,2,0,40,26,1,1,3,0,2,13,4.75,3.81,3,5
0.0,2,0,30,21,1,1,2,0,2,10,4.46,3.52,3,4
1.0,2,0,22,10,1,1,2,0,1,10,3.52,3.52,2,4
0.0,3,1,23,9,1,2,2,0,1,9,3.27,3.27,2,9
0.0,3,0,0,14,1,5,1,0,3,5,3.89,2.48,2,7
0.0,3,1,19,8,3,2,2,0,1,8,3.13,3.13,1,8
1.0,3,1,9,15,2,3,1,0,3,5,4.02,2.6,3,7
0.0,3,1,2,20,1,3,1,0,3,7,4.41,2.95,3,7
0.0,3,0,36,7,1,1,3,0,1,7,3.04,3.04,1,7
0.0,3,0,37,7,1,1,3,0,1,7,3.04,3.04,1,7
1.0,1,0,24,82,1,1,2,0,2,41,6.38,5.4,4,3
0.0,3,0,38,7,2,1,3,0,1,7,3.04,3.04,1,7
0.0,3,0,38,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,1,0,33,40,1,1,3,0,1,40,5.34,5.34,4,3
1.0,3,1,30,7,3,2,2,0,1,7,2.99,2.99,1,7
0.0,3,0,26,7,2,1,2,0,1,7,3.04,3.04,1,7
1.0,1,0,53,82,1,1,4,0,3,27,6.37,4.82,4,1
0.0,3,0,36,10,1,1,3,0,1,10,3.39,3.39,2,9
0.0,3,0,26,8,1,1,2,0,1,8,3.15,3.15,1,8
1.0,2,1,1,42,2,3,1,0,4,10,5.41,3.51,4,4
0.0,3,0,22,22,2,1,2,0,3,7,4.5,3.04,3,7
0.0,1,0,30,46,1,1,2,0,1,46,5.54,5.54,4,3
0.0,3,0,29,8,1,1,2,0,1,8,3.15,3.15,1,8
1.0,3,0,32,8,1,1,3,0,1,8,3.13,3.13,1,8
0.0,2,0,26,15,2,1,2,0,1,15,4.0,4.0,3,6
0.0,2,0,43,21,1,1,3,0,2,10,4.46,3.52,3,4
0.0,3,0,24,9,1,1,2,0,1,9,3.27,3.27,2,9
1.0,3,1,22,8,3,2,2,0,1,8,3.13,3.13,1,8
1.0,1,1,64,27,1,4,5,0,1,27,4.78,4.78,3,1
0.0,1,0,30,152,1,1,2,0,6,25,7.25,4.71,4,1
1.0,3,0,0,9,1,5,1,0,2,5,3.37,2.51,2,7
0.0,1,0,55,94,1,1,4,0,4,23,6.56,4.61,4,1
1.0,3,1,45,14,1,4,3,0,2,7,3.92,3.01,2,7
0.0,3,0,18,9,1,1,2,0,1,9,3.27,3.27,2,9
1.0,3,0,22,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,3,0,44,8,1,1,3,0,1,8,3.1,3.1,1,8
0.0,3,1,37,8,3,2,3,0,1,8,3.13,3.13,1,8
1.0,1,1,55,136,2,4,4,0,4,34,7.09,5.13,4,2
0.0,3,1,17,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,1,0,57,147,2,1,4,0,3,49,7.2,5.64,4,3
0.0,2,0,19,10,1,1,2,0,1,10,3.52,3.52,2,4
0.0,3,0,27,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,2,0,22,32,1,1,2,0,3,10,5.02,3.52,4,4
0.0,3,0,26,8,1,1,2,0,1,8,3.13,3.13,1,8
1.0,3,0,25,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,2,0,26,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,1,0,33,27,1,1,3,0,1,27,4.78,4.78,3,1
1.0,1,1,39,211,1,2,3,0,4,53,7.73,5.75,4,3
0.0,3,0,23,7,1,1,2,0,1,7,3.01,3.01,1,7
1.0,2,1,12,39,1,3,1,0,4,10,5.32,3.43,4,4
0.0,1,0,46,79,2,1,3,0,2,40,6.33,5.34,4,3
0.0,2,0,29,26,1,1,2,0,2,13,4.75,3.81,3,5
0.0,2,0,21,13,1,1,2,0,1,13,3.81,3.81,2,5
1.0,2,1,48,37,1,4,4,1,4,9,5.24,3.35,4,4
0.0,1,0,39,30,2,1,3,0,1,30,4.94,4.94,3,2
0.0,3,0,34,7,2,1,3,0,1,7,3.04,3.04,1,7
1.0,3,1,19,16,2,4,2,1,3,5,4.07,2.64,3,7
0.0,3,0,27,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,1,0,30,26,1,1,2,0,1,26,4.75,4.75,3,1
0.0,2,0,32,13,1,1,3,0,1,13,3.81,3.81,2,5
0.0,3,0,39,7,2,1,3,0,1,7,3.04,3.04,1,7
0.0,2,0,25,32,1,1,2,0,3,10,5.02,3.52,4,4
0.0,3,0,3,7,2,5,1,0,1,7,3.04,3.04,1,7
0.0,2,0,18,10,1,1,2,0,1,10,3.52,3.52,2,4
1.0,3,0,32,8,1,1,3,0,1,8,3.1,3.1,1,8
0.0,3,0,29,70,1,1,2,0,11,6,6.14,2.87,4,7
1.0,1,1,58,512,2,4,4,0,4,128,9.0,7.01,4,3
0.0,3,0,2,14,1,5,1,0,3,5,3.95,2.54,2,7
1.0,3,1,16,8,1,2,2,0,1,8,3.11,3.11,1,8
0.0,2,0,26,13,1,1,2,0,1,13,3.81,3.81,2,5
1.0,3,1,38,7,2,4,3,0,1,7,3.04,3.04,1,7
0.0,2,0,24,14,1,1,2,0,1,14,3.86,3.86,2,6
1.0,2,1,31,21,1,2,2,0,2,10,4.46,3.52,3,4
1.0,1,1,45,63,2,4,3,0,2,32,6.01,5.03,4,2
0.0,2,0,25,10,1,1,2,0,1,10,3.52,3.52,2,4
0.0,2,0,18,74,1,1,2,0,7,10,6.22,3.52,4,4
0.0,2,0,49,65,1,1,4,0,5,13,6.04,3.81,4,5
1.0,3,1,0,21,1,3,1,0,4,5,4.43,2.62,3,7
0.0,1,0,50,26,1,1,4,0,1,26,4.75,4.75,3,1
1.0,1,1,59,51,1,4,4,1,2,26,5.71,4.74,4,1
0.0,3,0,24,8,1,1,2,0,1,8,3.15,3.15,1,8
1.0,3,0,44,8,3,1,3,0,1,8,3.13,3.13,1,8
0.0,3,1,30,16,1,4,2,0,2,8,4.05,3.13,3,8
0.0,3,0,14,70,1,5,1,0,11,6,6.14,2.87,4,7
1.0,2,1,24,37,2,4,2,1,3,12,5.25,3.74,4,5
1.0,2,1,31,21,1,4,2,0,2,10,4.46,3.52,3,4
0.0,3,0,27,9,1,1,2,0,1,9,3.27,3.27,2,9
1.0,1,1,25,55,2,4,2,0,2,28,5.82,4.84,4,2
0.0,3,1,40,70,1,4,3,1,11,6,6.14,2.87,4,7
0.0,3,0,36,14,2,1,3,0,2,7,3.95,3.04,2,7
0.0,3,1,22,40,1,2,2,0,7,6,5.35,2.74,4,7
1.0,1,1,45,59,2,4,3,0,2,30,5.92,4.94,4,2
1.0,2,0,29,14,2,1,2,0,1,14,3.89,3.89,2,6
0.0,2,0,21,12,1,1,2,0,1,12,3.64,3.64,2,5
1.0,1,1,31,134,2,2,2,0,5,27,7.08,4.8,4,1
1.0,1,0,49,0,1,1,4,0,2,0,0.0,0.0,1,1
0.0,2,0,44,13,1,1,3,0,1,13,3.81,3.81,2,5
1.0,1,1,54,82,1,4,4,1,3,27,6.37,4.82,4,1
1.0,1,1,45,262,2,2,3,0,7,37,8.04,5.27,4,3
0.0,3,1,22,9,1,2,2,0,1,9,3.27,3.27,2,9
0.0,2,0,21,12,1,1,2,0,1,12,3.64,3.64,2,5
0.0,1,0,55,50,1,1,4,0,1,50,5.67,5.67,4,3
0.0,3,0,5,31,1,5,1,0,7,4,5.02,2.45,3,7
0.0,3,0,22,8,3,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,26,8,3,1,2,0,1,8,3.15,3.15,1,8
0.0,3,1,29,14,1,4,2,0,2,7,3.95,3.04,2,7
0.0,3,1,19,16,1,4,2,0,2,8,4.1,3.18,3,8
0.0,2,0,30,13,1,1,2,0,1,13,3.79,3.79,2,5
1.0,2,1,24,65,1,2,2,0,5,13,6.04,3.81,4,5
0.0,3,0,24,8,1,1,2,0,1,8,3.13,3.13,1,8
0.0,2,0,57,13,1,1,4,0,1,13,3.81,3.81,2,5
0.0,3,0,21,8,3,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,6,21,1,5,1,0,5,4,4.46,2.38,3,7
0.0,1,0,23,94,1,1,2,0,4,23,6.56,4.61,4,1
1.0,1,1,51,39,1,4,4,0,2,20,5.34,4.37,4,1
0.0,3,0,13,20,1,5,1,0,3,7,4.41,2.95,3,7
0.0,2,0,47,10,1,1,3,0,1,10,3.52,3.52,2,4
1.0,3,0,29,22,1,1,2,0,3,7,4.53,3.06,3,7
1.0,1,1,18,60,1,4,2,0,2,30,5.93,4.95,4,2
0.0,3,0,24,7,3,1,2,0,1,7,3.04,3.04,1,7
1.0,1,1,48,79,2,4,4,0,2,40,6.33,5.34,4,3
0.0,3,0,22,8,1,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,31,8,3,1,2,0,1,8,3.13,3.13,1,8
1.0,1,1,30,165,1,2,2,0,4,41,7.37,5.4,4,3
0.0,2,0,38,21,1,1,3,0,2,10,4.46,3.52,3,4
1.0,1,1,22,59,2,2,2,0,2,30,5.92,4.94,4,2
0.0,1,0,17,47,1,1,2,0,2,24,5.59,4.62,4,1
1.0,1,0,43,28,2,1,3,0,1,28,4.84,4.84,3,2
1.0,2,0,20,14,2,1,2,0,1,14,3.89,3.89,2,6
0.0,2,0,23,10,1,1,2,0,1,10,3.52,3.52,2,4
0.0,1,0,50,212,2,1,4,0,5,42,7.73,5.44,4,3
1.0,3,1,22,8,3,2,2,0,1,8,3.12,3.12,1,8
0.0,3,1,3,14,1,3,1,0,3,5,3.89,2.48,2,7
0.0,3,1,25,8,3,2,2,0,1,8,3.13,3.13,1,8
1.0,1,1,37,90,3,4,3,0,3,30,6.51,4.95,4,2
0.0,3,1,28,8,1,2,2,0,1,8,3.13,3.13,1,8
0.0,3,0,42,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,1,1,39,109,2,4,3,0,3,36,6.78,5.22,4,2
0.0,3,0,38,7,1,1,3,0,1,7,3.04,3.04,1,7
0.0,3,0,25,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,3,0,5,22,2,5,1,0,3,7,4.55,3.08,3,7
